URL,DSLD_ID,Product_Name,Brand_Name,Bar_Code,Net_Contents,Serving_Size,Product_Type,Supplement_Form,Date Entered into DSLD,Market Status,Suggested_Use
https://dsld.od.nih.gov/label/555,555,Uva Ursi,Vitamin World,74312709319,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules; three times daily; preferably with meals.  Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/556,556,Zygest Super Papaya Plus,Vitamin World,74312709821,180 Delicious Chewable Wafer(s),1 Wafer(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; chew three (3) wafers following a meal; one to three times daily; or dissolve one (1) or two (2) wafers in mouth when needed.
https://dsld.od.nih.gov/label/557,557,Vitamin A 10000 IU,Vitamin World,74312710230,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/558,558,Artichoke Extract,Vitamin World,74312710551,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) capsule one to two times daily; preferably with meals.  Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/559,559,Premium Lecithin Granules,Vitamin World,74312710605,30 oz.; 850 g,1 Tbsp [8 g],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablespoon (8 g) one or two times daily; preferably with a meal.  Soy Lecithin is a pleasant tasting dietary supplement.  It may be taken with any solid or liquid food.
https://dsld.od.nih.gov/label/560,560,Bee Pollen Granules,Vitamin World,74312710711,10 oz.; 283 g,1 tsp [3 g-9 g],Botanical with Nutrients [A1317],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) teaspoons (3 g-9 g) daily.  If you have never taken bee products; start with one teaspoon (3 g) per day and increase gradually in order to assess whether you are allergic.
https://dsld.od.nih.gov/label/561,561,Chelated Potassium 99 mg,Vitamin World,74312711138,250 Caplet(s),1 Caplet(s),Mineral [A1299],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/562,562,Zygest Papaya Enzyme,Vitamin World,74312711350,500 Delicious Chewable Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; chew three (3) tablets following a meal; one to three times daily. Tablets may be chewed or swallowed.
https://dsld.od.nih.gov/label/563,563,Sunvite Vitamin D3 400 IU,Vitamin World,74312711435,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablet; one to two times daily; preferably with a meal.
https://dsld.od.nih.gov/label/564,564,Cod Liver Oil,Vitamin World,74312711534,250 Rapid Release Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/565,565,B-6 50 mg,Vitamin World,74312711633,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/566,566,B-12 100 mcg,Vitamin World,74312711732,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/567,567,Beta-Carotene Provitamin A 25000 IU,Vitamin World,74312712234,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/568,568,Complete B Complex,Vitamin World,74312712531,250 Easy to Swallow Coated Caplet(s),2 Caplet(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/569,569,C&E With Wild Rose Hips,Vitamin World,74312712616,100 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel one to two times daily; preferably with a meal.
https://dsld.od.nih.gov/label/570,570,Valerian Root,Vitamin World,74312713286,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) or two (2) softgels daily; preferably 30 minutes before bedtime or rest.
https://dsld.od.nih.gov/label/571,571,Amino Acid Chelated Copper 2 mg,Vitamin World,74312713309,100 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,
https://dsld.od.nih.gov/label/572,572,Amino Acid Chelated Manganese 5 mg,Vitamin World,74312713507,100 Easy To Swallow Coated Tablet(s),1 Tablet(s),Amino acid/Protein [A1305],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/573,573,B-12 500 mcg,Vitamin World,74312713736,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,
https://dsld.od.nih.gov/label/574,574,Timed Release B-12 1000 mcg,Vitamin World,74312713835,250 Caplet(s),1 Caplet(s),Vitamin [A1302],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/575,575,Blackstrap Molasses & Chelated Iron,Vitamin World,74312713903,100 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) softgels daily; preferably with meals.
https://dsld.od.nih.gov/label/576,576,Folic Acid 400 mcg,Vitamin World,74312714030,250 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/577,577,C-1000 mg With Protective Bioflavonoids,Vitamin World,74312714108,100 Rapid Release Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules daily; preferably with meals.
https://dsld.od.nih.gov/label/578,578,Bilberry Fruit 1000 mg,Vitamin World,74312714344,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel once or twice daily; preferably with a meal.
https://dsld.od.nih.gov/label/579,579,Liquid L-Carnitine 500 mg,Vitamin World,74312714450,16 fl. Oz.; 473 mL,1 Tbsp [15 mL-60 mL],Other Combinations [A1325],Liquid [E0165],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) (15 mL) to four (4) (60 mL) tablespoons daily; preferably on an empty stomach.
https://dsld.od.nih.gov/label/580,580,Organic Flax Seed Oil 1000 mg,Vitamin World,74312714542,240 Rapid Release Softgel(s),1 Softgel(s),Botanical with Nutrients [A1317],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to three (3) softgels one to three times daily; with a meal.
https://dsld.od.nih.gov/label/581,581,Sublingual B-12 5000 mcg,Vitamin World,74312714733,60 Microlozenge(s),1 Microlozenge(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) microlozenge daily. Place microlozenge under tongue for 30 seconds before swallowing.
https://dsld.od.nih.gov/label/582,582,Niacin 100 mg,Vitamin World,74312714832,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/583,583,C-500 mg,Vitamin World,74312715105,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/584,584,Beta-Carotene Provitamin A 10000 IU,Vitamin World,74312715235,250 Rapid Release Softgel(s),1 Softgel(s),Vitamin [A1302],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) softgel daily; preferably with a meal.
https://dsld.od.nih.gov/label/585,585,Rutin 500 mg,Vitamin World,74312715617,100 Tablet(s),1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with meals.
https://dsld.od.nih.gov/label/586,586,Saw Palmetto,Vitamin World,74312715945,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,On Market,Directions: For adult men; take one (1) to three (3) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/587,587,Aloe Vera Gel,Origin Of life,74312716003,16 fl. Oz.; 473 mL,2 fl. Oz. [(2 Capfuls)(60 mL)],Botanical with Nutrients [A1317],Liquid [E0165],2011-10-26,Off Market,DIRECTIONS: For adults; drink two (2) capfuls (2 fl. oz.) (60 mL) one to three times daily. REFRIGERATE AFTER OPENING and consume within 1 month. SHAKE WELL BEFORE USE.
https://dsld.od.nih.gov/label/588,588,Gentle Iron Iron Glycinate 28 mg,Vitamin World,74312716034,90 Rapid Release Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) capsule daily; preferably with a meal.
https://dsld.od.nih.gov/label/589,589,Flush Free Niacin 500 mg,Vitamin World,74312716638,250 Rapid Release Capsule(s),1 Capsule(s),Vitamin [A1302],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/590,590,B-1 100 mg,Vitamin World,74312716706,100 Tablet(s),1 Tablet(s),Vitamin [A1302],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/591,591,L-Carnitine 500 mg,Vitamin World,74312716867,120 Coated Caplet(s),1 Caplet(s),Amino acid/Protein [A1305],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) caplets two times daily; preferably with meals.
https://dsld.od.nih.gov/label/592,592,Ferrous Sulfate 28 mg Iron,Vitamin World,74312717932,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/593,593,Extra Strength Water Pill,Vitamin World,74312718328,100 Easy to Swallow Coated Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-11-25,Off Market,Directions: For adults; take one (1) caplet with water after each meal.
https://dsld.od.nih.gov/label/594,594,Cat's Claw Una De Gato 500 mg,Vitamin World,74312718410,100 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) capsule three times daily on an empty stomach. Capsules may be opened and prepared as a tea.
https://dsld.od.nih.gov/label/595,595,Q-Sorb Co Q-10 120 mg,Vitamin World,74312718526,120 Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/596,596,DMAE 100 mg,Vitamin World,74312718618,100 Rapid Release Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to five (5) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/597,597,Silymarin Milk-Thistle,Vitamin World,74312719448,90 Rapid Release Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) softgel once or twice daily; preferably with a meal.
https://dsld.od.nih.gov/label/598,598,Calcium Magnesium Potassium,Vitamin World,74312719905,100 Coated Caplet(s),2 Caplet(s),Mineral [A1299],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/599,599,Chelated Zinc 25 mg,Vitamin World,74312720031,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/600,600,Sublingual B-12 5000 mcg,Vitamin World,74312720192,120 Microlozenge(s),1 Microlozenge(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) microlozenge daily. Place microlozenge under tongue for 30 seconds before swallowing.
https://dsld.od.nih.gov/label/601,601,Citrus Bioflavonoids 1000 mg,Vitamin World,74312720338,250 Coated Caplet(s),1 Caplet(s),Botanical [A1306],Unknown [E0177],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to two (2) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/602,602,Timed Release B-12 1500 mg,Vitamin World,74312720536,250 Microlozenge(s),1 Caplet(s),Vitamin [A1302],Lozenge [E0174],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to three (3) caplets daily; preferably with a meal.
https://dsld.od.nih.gov/label/603,603,Chelated Zinc 50 mg,Vitamin World,74312720635,250 Caplet(s),1 Caplet(s),Mineral [A1299],Unknown [E0177],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/604,604,Vitamins For The Hair,Vitamin World,74312721007,60 Coated Caplet(s),1 Caplet(s),Other Combinations [A1325],Unknown [E0177],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) caplet daily; preferably with a meal.
https://dsld.od.nih.gov/label/605,605,Double Strength Prosta-Guard Lycopene 10 mg,Vitamin World,74312721113,100 Easy to Swallow Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to four (4) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/606,606,Natural Selenium 50 mcg,Vitamin World,74312721236,250 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/607,607,Pycnogenol 60 mg,Vitamin World,74312721717,60 Rapid Release Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to five (5) capsules daily; preferably with a meal.
https://dsld.od.nih.gov/label/608,608,Inspired By Nature Herbal Laxative,Vitamin World,74312721809,100 Rapid Release Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; take two (2) capsules three times daily; or six (6) capsules at night before retiring.
https://dsld.od.nih.gov/label/609,609,Inspired By Nature Herbal Laxative,Vitamin World,74312721830,250 Rapid Release Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2011-10-26,Off Market,DIRECTIONS: For adults; take two (2) capsules three times daily; or six (6) capsules at night before retiring.
https://dsld.od.nih.gov/label/610,610,Gotu Kola 250 mg,Vitamin World,74312722004,100 Microlozenge(s),1 Caplet(s),Botanical [A1306],Unknown [E0177],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/611,611,Debittered Brewer's Yeast Powder,Vitamin World,74312722707,1 lb; 16 oz.; 454 g,1 Tbsp [15 g],Multi-Vitamin and Mineral (MVM) [A1315],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) tablespoon (15 g) one to four times daily. Mix in milk; fruit juice; soups or chopped meat. Its superb taste means you can sprinkle it on salads; cottage cheese; yogurt and other foods. Use it in cooking meat loaves; casseroles and many other dishes.
https://dsld.od.nih.gov/label/612,612,MSM Powder,Vitamin World,74312722868,8 oz.; 227 g,0.75 tsp [3 g],Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2011-10-26,Off Market,DIRECTIONS: For adults; mix 3/4 teaspoon (3 g) daily with 8 oz. of water or juice.
https://dsld.od.nih.gov/label/613,613,Alfalfa 500 mg,Vitamin World,74312723759,500 Tablet(s),3 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take three (3) or more tablets daily; preferably with each meal.
https://dsld.od.nih.gov/label/614,614,Q-Sorb Co Q-10 50 mg,Vitamin World,74312723889,200 Easy to Swallow Rapid Release Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2011-10-26,Off Market,DIRECTIONS: For adults; take one (1) to six (6) softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/615,615,High Performance Creatine HPDS3,Precision Engineered,74312723940,2.27 kg; 5 lb; 80 oz.,43 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,DIRECTIONS: For adults; mix one (1) scoop (43 g) with 6-8 fluid ounces of cold water or juice and consume after your daily workout. Creatine should be consumed within 10 minutes after mixing. Take this product with an adequate fluid intake.
https://dsld.od.nih.gov/label/616,616,Timed Release C-500 mg,Vitamin World,74312724336,250 Coated Caplet(s),1 Caplet(s),Botanical with Nutrients [A1317],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to four (4) caplets daily; preferably with meals.
https://dsld.od.nih.gov/label/617,617,Vanadyl Sulfate 10 mg,Vitamin World,74312724572,120 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) tablet daily; preferably with a meal.
https://dsld.od.nih.gov/label/618,618,Klamath Lake Blue Green Algae,Vitamin World,74312725425,120 Rapid Release Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2011-10-26,On Market,DIRECTIONS: For adults; start with one (1) capsule daily; and build up to two (2) to six (6) capsules per day. Should be taken with 8 ounces of water in the morning hours.
https://dsld.od.nih.gov/label/619,619,SOD Superoxide Dismutase 250 mg,Vitamin World,74312725623,100 Coated Caplet(s),1 Caplet(s),Non-Nutrient/Non-Botanical [A1309],Other (e.g. tea bag) [E0172],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) caplet one to three times daily; preferably with a meal.
https://dsld.od.nih.gov/label/620,620,Ultra Chromium Picolinate 500 mcg,Vitamin World,74312725739,250 Easy To Swallow Coated Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2011-10-26,On Market,DIRECTIONS: For adults; take one (1) to two (2) tablets daily; preferably with a meal.
https://dsld.od.nih.gov/label/621,621,Zinc For Acne,Vitamin World,74312725807,100 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,On Market,Directions: For adults take two (2) tablets daily; preferably with meals. Do not take more than two tablets per day.
https://dsld.od.nih.gov/label/623,623,K-Otic,All American EFX,73719000169,457 g; 32 Serving(s),14.28 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2011-10-26,On Market,SUGGESTED USE: Take 1 scoop with 10 ounces (296 ml) of water 15-20 minutes prior to workout. For use on training days only.
https://dsld.od.nih.gov/label/630,630,Test Charge,All American EFX,73719000170,2 fl. Oz.; 60 mL,1 mL [0.5 dropper],Botanical with Nutrients [A1317],Liquid [E0165],2011-10-26,On Market,SUGGESTED USE: Take 1 dose (1/2 dropper) first thing in the morning on an empty stomach. Take a second dose (1/2 dropper) before bedtime. Use daily for 30 consecutive days. Cycle off for 7 days before repeating cycle.
https://dsld.od.nih.gov/label/636,636,Norwegian Cod Liver Oil,Solgar,33984009400,100 Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2011-10-26,Off Market,SUGGESTED USE: As a dietary supplement for adults; take one (1) softgel up to three (3) times daily; preferably at mealtime; or as directed by a healthcare practitioner.
https://dsld.od.nih.gov/label/637,637,Male Multiple,Solgar,33984017443,60 Tablet(s),3 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,Off Market,SUGGESTED USE: As a dietary supplement for adults; take three (3) tablets daily; preferably at mealtime; or as directed by a healthcare practitioner.
https://dsld.od.nih.gov/label/638,638,Attentive Child,Source Naturals,21078012146,60 Chewable Wafer(s),1 Wafer(s),Other Combinations [A1325],Other (e.g. tea bag) [E0172],2011-10-26,Off Market,Directions: For ages 5 and up. Take as follows; depending on your child’s weight: <75 lb. = 1 to 2 wafers daily; 75 to 125 lb. = 2 to 3 wafers daily; >125 lb. = 3 to 4 wafers daily. Chew wafers thoroughly.
https://dsld.od.nih.gov/label/639,639,Huperzine A,Source Naturals,21078024095,100 mcg; 60 Tablet(s),1 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2011-10-26,On Market,Suggested Use: 1 tablet daily.
https://dsld.od.nih.gov/label/640,640,NADH Coenzyme B-3,Source Naturals,21078020769,30 Tab(s); 5 mg,1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2011-10-26,On Market,Suggested Use: 1 tablet daily in the morning; on an empty stomach; with water. Wait 30 minutes before eating.
https://dsld.od.nih.gov/label/641,641,Coenyzme Q10,Source Naturals,21078012252,30 Softgel(s); 100 mg,1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2011-10-26,Off Market,Suggested Use: 1 softgel daily with a meal.
https://dsld.od.nih.gov/label/642,642,Myricetin 100 mg,Source Naturals,21078015178,30 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,On Market,Suggested Use: 1 tablet daily with a meal.
https://dsld.od.nih.gov/label/643,643,NKO Neptune Krill Oil 500 mg,Source Naturals,21078017134,60 Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2011-10-26,Off Market,Suggested Use: 2 softgels daily with the first meal for 30 days; then 1 softgel daily thereafter.
https://dsld.od.nih.gov/label/644,644,Pycnogenol And Grape Seed Extract 50 mg,Source Naturals,21078005179,30 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,On Market,Suggested Use: 2 to 4 tablets daily.
https://dsld.od.nih.gov/label/645,645,Pycnogenol Complex,Source Naturals,21078003700,30 Tablet(s),2 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2011-10-26,On Market,Suggested Use: 2 to 4 tablets daily.
