URL,DSLD_ID,Product_Name,Brand_Name,Bar_Code,Net_Contents,Serving_Size,Product_Type,Supplement_Form,Date Entered into DSLD,Market Status,Suggested_Use
https://dsld.od.nih.gov/label/176611,176611,Active B Complex,Genestra Brands,88319613121,60 Vegetable Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2018-04-25,Off Market,Recommended Adult Dose: Take one capsule daily or as recommended by your healthcare practitioner.
https://dsld.od.nih.gov/label/176619,176619,High Potency DMAE 250 mg,Swanson Ultra,87614025377,30 Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one softgel per day with water.
https://dsld.od.nih.gov/label/176620,176620,CoQ10 100 mg,Swanson Ultra,87614025605,50 Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one softgel per day with food and water.
https://dsld.od.nih.gov/label/176621,176621,Dr. Stephen Langer's Russian Rejuvenator,Swanson Ultra,87614026619,60 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176622,176622,High Potency L-Glutathione 200 mg,Swanson Ultra,87614027043,60 Veggie Capsule(s),1 Veggie Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one veggie capsule per day with water.
https://dsld.od.nih.gov/label/176623,176623,DiosVein Diosmin/Hesperidin,Swanson Ultra,87614027203,60 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176624,176624,Tendon Support Formula With Tendofit,Swanson Ultra,87614027258,60 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with food and water.
https://dsld.od.nih.gov/label/176625,176625,Astaxanthin 4 mg,Swanson Ultra,87614027302,60 Softgel(s),1 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one softgel per day with water.
https://dsld.od.nih.gov/label/176626,176626,Sunflower Phosphatidylserine 100 mg,Swanson Ultra,87614027326,90 Softgel(s),1 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one softgel one to three times per day with water.
https://dsld.od.nih.gov/label/176627,176627,L-Glutathione With CoQ10,Swanson Ultra,87614027463,30 Veggie Capsule(s),1 Veggie Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one veggie capsule per day with food and water.
https://dsld.od.nih.gov/label/176628,176628,Injuv,Swanson Ultra,87614027500,90 Softgel(s),2 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take two softgels two times per day with water for the first two weeks; then two per day thereafter with water.
https://dsld.od.nih.gov/label/176638,176638,Red Ginseng Royal Jelly,Prince Of Peace,39278700503,10 Bottle(s); 3.4 fl. Oz.; 100 cc(s),0.34 fl. Oz. [1 vial],Other Combinations [A1325],Liquid [E0165],2018-05-24,On Market,Directions: 1 vial daily. Insert pointed end of the straw through the top of cap. Shake well before use.
https://dsld.od.nih.gov/label/176640,176640,Super EFA Liquid Natural Orange Flavor,Genestra Brands,88319611213,16.9 fl. Oz.; 500 mL,0.5 tsp [1-8 years]; 1 tsp [9+ years],Fat/Fatty Acid [A1310],Liquid [E0165],2018-05-24,On Market,Recommended Dose: Adults and Adolescents (9 years and older): Take one teaspoon daily with a meal or as recommended by your healthcare practitioner. Children (1-8 years): Take 1/2 teaspoon daily with a meal or as recommended by your healthcare practitioner.
https://dsld.od.nih.gov/label/176659,176659,IL1 Heart Health,Nutrilite,102052,90 Tablet(s),3 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2018-05-24,On Market,Recommended if you have tested positive for variations in the IL1 gene. 3 tablets; 1x a day Suggested use: Take three tablets; once per day. May be taken with or without food.
https://dsld.od.nih.gov/label/176666,176666,American Ginseng With Royal Jelly & Bee Pollen,Prince Of Peace,39278611380,10 Bottle(s); 3.4 fl. Oz.; 100 cc(s),1 Bottle(s),Other Combinations [A1325],Liquid [E0165],2018-05-24,On Market,Directions: Drink one bottle each day. Shake well before use. Insert the straw completely to drink contents.
https://dsld.od.nih.gov/label/176667,176667,ChalCurb 200 mg,Swanson Best Weight-Control Formulas,87614040882,30 Veggie Capsule(s),1 Veggie Capsule(s),Botanical [A1306],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one veggie capsule per day after dinner with water.
https://dsld.od.nih.gov/label/176668,176668,Men's Prime Multi,Swanson Premium Brand,87614017976,90 Tablet(s),1 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one tablet two times per day with food and water.
https://dsld.od.nih.gov/label/176669,176669,Aged Black Garlic,Swanson Kyoto Brand,87614180144,30 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-09-21,On Market,Suggested Use: As a dietary supplement; take one capsule per day with food and water.
https://dsld.od.nih.gov/label/176670,176670,Chlorella,Swanson Kyoto Brand,87614180243,300 Tablet(s),15 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,On Market,Suggested Use: As a dietary supplement; take up to fifteen tablets one to three times per day with food and water (5 to 15 per meal).
https://dsld.od.nih.gov/label/176671,176671,Fermented Alkalizing Greens Drink Mix With Probiotics,Swanson pH Balance,87614100067,7.4 Ounce(s); 210 Gram(s),1 Scoop(s) [7 g]; 7 Gram(s) [1 Scoop],Other Combinations [A1325],Powder [E0162],2018-05-24,On Market,
https://dsld.od.nih.gov/label/176672,176672,Chlorella,Swanson Kyoto Brand,87614180250,1500 Tablet(s),15 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,On Market,Suggested Use: As a dietary supplement; take up to fifteen tablets one to three times per day with food and water (5 to 15 per meal).
https://dsld.od.nih.gov/label/176674,176674,Red Panax Ginseng Extractum Ultra Strength,Prince of Peace,39278701135,30 Bottle(s); 10.2 fl. Oz.; 300 cc(s),10 cc [1 bottle],Botanical [A1306],Liquid [E0165],2018-05-24,On Market,Directions: As a dietary supplement; 1 bottle may be taken daily. Shake well before use. Insert the straw completely to drink contents.
https://dsld.od.nih.gov/label/176675,176675,Taurine 500 mg,Swanson Premium Brand,87614018270,100 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one capsule per day with water on an empty stomach.
https://dsld.od.nih.gov/label/176676,176676,Brewer's Yeast 500 mg,Swanson Premium Brand,87614018355,500 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take two tablets per day with water.
https://dsld.od.nih.gov/label/176677,176677,Saw Palmetto 540 mg,Swanson Premium Brand,87614019093,100 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one capsule two to three times per day with a large glass of water.
https://dsld.od.nih.gov/label/176678,176678,Malic Acid 600 mg,Swanson Premium Brand,87614019390,100 Veggie Capsule(s),1 Veggie Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one veggie capsule two times per day with water.
https://dsld.od.nih.gov/label/176679,176679,Red Raspberry Leaves 380 mg,Swanson Premium Brand,87614019512,100 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176711,176711,Iron Folic,Nutrilite,102046,90 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2018-10-25,Off Market,1 tablet; 1-3x a day Suggested use: Women: Consume 1 to 3 tablets per day with meals; as needed. Men: Consume 1 tablet per day with meals; if needed.
https://dsld.od.nih.gov/label/176721,176721,Red Panax Ginseng Extractum,Prince of Peace,39278701203,0.34 fl. Oz.; 10 mL,0.34 fl. Oz. [(10cc)(1 bottle)],Botanical [A1306],Liquid [E0165],2018-10-25,On Market,Directions: As a dietary supplement; 1 bottle may be taken daily. Shake well before using; insert the straw completely to drink contents.
https://dsld.od.nih.gov/label/176722,176722,Red Panax Ginseng Extractum Ultra Strength,Prince of Peace,39278701234,30 Bottle(s); 10.2 fl. Oz.; 300 cc(s),10 cc [1 bottle],Botanical [A1306],Liquid [E0165],2018-09-21,On Market,Directions: As a dietary supplement; 1 bottle may be taken daily. Shake well before use. Insert the straw completely to drink contents.
https://dsld.od.nih.gov/label/176732,176732,Ultra Gingko Plus Endurance Formula,Prince Of Peace,39278704303,30 Bottle(s); 10.2 fl. Oz.; 300 cc(s),10 cc [1 bottle],Botanical [A1306],Liquid [E0165],2018-10-25,On Market,Directions: Drink one bottle each day. Shake well before use. Insert straw completely to drink contents.
https://dsld.od.nih.gov/label/176746,176746,100% Pure Vitamin C Powder,Swanson Premium Brand,87614111308,1 lbs; 454 Gram(s),1 Gram(s) [1 scoop],Vitamin [A1302],Powder [E0162],2018-05-24,On Market,Suggested Use: As a dietary supplement; take 1 scoop (1 g) with your favorite food or beverage once per day. Scoop included.
https://dsld.od.nih.gov/label/176753,176753,Full Spectrum Kola Nut Catuaba Guarana,Swanson Premium Brand,87614111346,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one capsule one to three times per day with water.
https://dsld.od.nih.gov/label/176756,176756,High Concentrate Omega-3,Swanson,87614170954,120 Softgel(s),2 Softgel(s),Fat/Fatty Acid [A1310],Softgel Capsule [E0161],2018-10-25,Off Market,Suggested Use: As a dietary supplement; take two softgels per day with food and water.
https://dsld.od.nih.gov/label/176757,176757,Senna Psyllium Cascara Complex,Swanson Premium Brand,87614111377,90 Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2018-07-25,Off Market,Suggested Use: As a dietary supplement; take one capsule one to three times per day with a full glass of water.
https://dsld.od.nih.gov/label/176758,176758,Mini-Tabs Glucosamine Chondroitin & MSM,Swanson Premium Brand,87614111384,360 Mini-Tablet(s),6 Mini-Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2018-06-25,On Market,Suggested Use: As a dietary supplement; take six mini-tablets two times per day with food and water. Do not chew.
https://dsld.od.nih.gov/label/176759,176759,Full Spectrum Spanish Black Radish 500 mg,Swanson Premium Brand,87614111391,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-06-25,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with food and water.
https://dsld.od.nih.gov/label/176760,176760,Full Spectrum Black Raspberry 425 mg,Swanson Premium Brand,87614111414,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-06-25,Off Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176761,176761,Full Spectrum Passion Flower 500 mg,Swanson Premium Brand,87614111438,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-07-25,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water or two capsules with water 1/2 hour before bedtime. Warning: Do not take this product if you are pregnant or nursing. Consult your healthcare provider before use if you are taking any prescription medication.
https://dsld.od.nih.gov/label/176762,176762,Mangosteen/Pomegranate/Noni Complex,Swanson Premium Brand,87614111452,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-08-31,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water. For maximum benefit; take up to four capsules per day.
https://dsld.od.nih.gov/label/176766,176766,Full Spectrum Hydrangea Root 500 mg,Swanson Premium Brand,87614111469,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-09-21,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water. Do not exceed recommended dosage. Not recommended for long-term use.
https://dsld.od.nih.gov/label/176767,176767,Full Spectrum Cramp Bark 500 mg,Swanson Premium Brand,87614111483,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,Off Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176768,176768,Full Spectrum Barberry Bark 500 mg,Swanson Premium Brand,87614111506,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-08-31,Off Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176769,176769,Full Spectrum Tribulus Fruit 500 mg,Swanson Premium Brand,87614111537,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,On Market,Suggested Use: As a dietary supplement; take one capsule per day with meals.
https://dsld.od.nih.gov/label/176770,176770,Full Spectrum Wood Betony 400 mg,Swanson Premium Brand,87614111544,90 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with meals.
https://dsld.od.nih.gov/label/176771,176771,Full Spectrum Myrrh Gum 600 mg,Swanson Premium Brand,87614111551,120 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-08-31,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176772,176772,Full Spectrum Grapefruit Peel 600 mg,Swanson Premium Brand,87614111582,120 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-09-21,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176773,176773,Boneology,Swanson Premium Brand,87614111599,120 Capsule(s),1 Capsule(s),Mineral [A1299],Capsule [E0159],2018-05-24,Off Market,Suggested Use: As a dietary supplement; take one capsule three times per day with water.
https://dsld.od.nih.gov/label/176774,176774,Full Spectrum Calendula Flower (Marigold) 400 mg,Swanson Premium Brand,87614111605,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-08-31,On Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176775,176775,Full Spectrum Bitter Melon 500 mg,Swanson Premium Brand,87614111612,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,Off Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176781,176781,Certified Organic Psyllium Husk Powder,Swanson Organic,87614241029,12 Oz(s); 340 Gram(s),5 Gram(s) [1 scoop],Fiber and Other Nutrients [A1326],Powder [E0162],2018-10-25,On Market,Suggested Use: As a dietary supplement; mix one level scoop (5 g) with juice; water or milk per day. Scoop included.Notice: This product should be taken with at least eight ounces of liquid. Consuming this product without enough liquid may cause choking. Do not take this product if you have difficulty swallowing.
https://dsld.od.nih.gov/label/176787,176787,Joint Health,Nutrilite,104664,120 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-10-25,Off Market,2 tablets; 2x a day Suggested use: For adults and teens; take 2 tablets; twice a day; preferably with meals.
https://dsld.od.nih.gov/label/176790,176790,Memory Builder,Nutrilite,111106,60 Tablet(s),2 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2018-05-24,On Market,2 tablets; 1x a day Suggested use: Take 2 tablets per day; preferably with meals.
https://dsld.od.nih.gov/label/176793,176793,Multi Carotene,Nutrilite,109536,90 Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2018-05-24,On Market,1-3 softgels; 1x a day Suggested use: One to three softgels daily; preferably with a meal.
https://dsld.od.nih.gov/label/176799,176799,Whole Garlic 700 mg,Swanson Best Garlic Supplements,87614090245,60 Veggie Capsule(s),1 Veggie Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,Off Market,Suggested Use: As a dietary supplement; take one veggie capsule two times per day with water.
https://dsld.od.nih.gov/label/176800,176800,Everyday Energy Natural Peach Tea Flavored Blend,vitafusion,27917007007,40 Gummie(s),4 Gummie(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-10-25,On Market,Suggested Use: Adults take four (4) gummies per day. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176801,176801,Garlic 500 mg,Swanson Best Garlic Supplements,87614090269,60 Softgel(s),1 Softgel(s),Botanical [A1306],Softgel Capsule [E0161],2018-10-25,On Market,Suggested Use: As a dietary supplement; take one softgel one to two times per day with food and water.
https://dsld.od.nih.gov/label/176802,176802,Extra-Strength Bilberry 100 mg,Swanson Superior Herbs,87614140087,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,On Market,Suggested Use: As a dietary supplement; take one capsule two times per day with water.
https://dsld.od.nih.gov/label/176803,176803,Boswellia Serrata 200 mg,Swanson Superior Herbs,87614140100,120 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,Off Market,Suggested Use: As a dietary supplement; take one capsule one to two times per day with water.
https://dsld.od.nih.gov/label/176806,176806,Calcium + D3,L'il Critters,27917014173,150 Gummie(s),2 Gummy Bear(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-10-25,Off Market,Suggested use: As a dietary supplement; parents may give each child up to two (2) gummy bears per day. Instruct child to chew each gummy bear carefully and thoroughly.
https://dsld.od.nih.gov/label/176810,176810,Gugulipid With Bioperine,Swanson Superior Herbs,87614140377,90 Tablet(s),1 Tablet(s),Botanical [A1306],Tablet or Pill [E0155],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one tablet three times per day with food and water.
https://dsld.od.nih.gov/label/176811,176811,Omega-3,L'il Critters,27917014340,120 Gummie(s),2 Gummy Fish,Other Combinations [A1325],Gummy or Jelly [E0176],2018-05-24,Off Market,Suggested use: As a dietary supplement; parents may give each child up to two (2) gummy fish per day. Instruct child to chew gummy fish carefully and thoroughly.
https://dsld.od.nih.gov/label/176814,176814,B Complex Natural Strawberry Flavor,Nutrition Now,27917014630,70 Gummy Vitamin(s),1 Gummy Vitamin(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-10-25,On Market,Suggested use: As a dietary supplement; adults take one (1) gummy vitamin per day. Chew thoroughly before swallowing. Take only as directed.
https://dsld.od.nih.gov/label/176816,176816,Black Cohosh 20 mg,Swanson Superior Herbs,87614140735,120 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-10-25,On Market,Suggested Use: As a dietary supplement; take one capsule with water in the morning and one capsule with water in the evening.
https://dsld.od.nih.gov/label/176822,176822,B Complex Natural Strawberry Flavor,vitafusion,27917014654,70 Gummie(s),1 Gummy Vitamin(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-10-25,On Market,Suggested use: As a dietary supplement; take one (1) gummy vitamin per day. Chew thoroughly before swallowing. Take only as directed.
https://dsld.od.nih.gov/label/176846,176846,GABA Calm Orange Flavor,Source Naturals,21078002697,120 Lozenge(s),1 Lozenge(s),Other Combinations [A1325],Lozenge [E0174],2018-05-24,Off Market,Suggested Use: 1 lozenge; up to 3 times daily. For best results; allow to dissolve in the mouth before swallowing.
https://dsld.od.nih.gov/label/176848,176848,Life Force Multiple,Source Naturals,21078009658,60 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,Off Market,Directions: 2 to 4 tablets daily with meals. Do not exceed suggested use.
https://dsld.od.nih.gov/label/176867,176867,Vitamin D3,L'il Critters,27917015873,190 Gummie(s),2 Gummy Bear(s),Vitamin [A1302],Gummy or Jelly [E0176],2018-05-24,Off Market,Suggested use: As a dietary supplement; parents may give each child up to two (2) gummy bears per day. Instruct child to chew each gummy bear carefully and thoroughly.
https://dsld.od.nih.gov/label/176869,176869,High Potency Vitamin B-12 3000 mcg Natural Pomegranate Flavor,vitafusion,27917016603,130 Gummie(s),2 Gummy Vitamin(s),Single Vitamin and Mineral [A1316],Gummy or Jelly [E0176],2018-05-24,Off Market,Suggested use: As a dietary supplement; adults take two (2) gummy vitamins per day. Take only as directed. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176870,176870,Women's Life Force Multiple,Source Naturals,21078019527,90 Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2018-05-24,Off Market,Directions: 3 to 6 tablets daily with meals.
https://dsld.od.nih.gov/label/176872,176872,Vitamin D3 3000 IU Natural Blueberry Flavor,vitafusion,27917016610,130 Gummie(s),2 Gummy Vitamin(s),Single Vitamin and Mineral [A1316],Gummy or Jelly [E0176],2018-05-24,On Market,Suggested use: As a dietary supplement; adults take two (2) gummy vitamins per day. Take only as directed. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176873,176873,Fruit n' Honey Complete Multivitamin Natural Berry Flavor,L'il Critters,27917016627,120 Gummie(s),1 Gummy(ies) [2-3 years old]; 2 Gummy(ies) [4 years old and older],Multi-Vitamin and Mineral (MVM) [A1315],Gummy or Jelly [E0176],2018-10-25,On Market,Suggested use: As a dietary supplement; parents may give each child; two to three years old; one (1) gummy bear per day. Parents may give each child; four years old or older; two (2) gummy bears per day. Instruct child to chew each gummy thoroughly.
https://dsld.od.nih.gov/label/176884,176884,Fruit n' Honey Vitamin C Plus Vitamin D & Zinc,L'il Critters,27917016634,130 Gummie(s),2 Gummy Bear(s),Multi-Vitamin and Mineral (MVM) [A1315],Gummy or Jelly [E0176],2018-05-24,On Market,Suggested use: As a dietary supplement; parents may give each child two (2) gummy bears per day. Instruct child to chew each gummy thoroughly.
https://dsld.od.nih.gov/label/176909,176909,Maca 500 mg,Swanson Superior Herbs,87614140766,60 Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2018-05-24,On Market,Suggested Use: As a dietary supplement; take one capsule per day with water.
https://dsld.od.nih.gov/label/176924,176924,Omega-3 EPA/DHA,vitafusion,27917017235,120 Gummie(s),2 Gummy Vitamin(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-05-24,Off Market,Suggested use: As a dietary supplement; take two (2) gummy vitamins per day. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176925,176925,Fiber Well Sugar Free Gummies,vitafusion,27917018904,90 Gummie(s),2 Gummie(s),Fiber and Other Nutrients [A1326],Gummy or Jelly [E0176],2018-05-24,Off Market,Suggested use: As a fiber supplement; adults take two (2) gummies per day. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176926,176926,Fiber Well Fit Sugar Free Gummies,vitafusion,27917018935,90 Gummie(s),2 Gummie(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-07-25,Off Market,Suggested use: As a fiber supplement; adults take two (2) gummies per day. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176927,176927,Vitamin D3 Gummies,Rhino,27917019338,60 Gummie(s),2 Gummy Bear(s),Vitamin [A1302],Gummy or Jelly [E0176],2018-05-24,On Market,Suggested use: As a dietary supplement; parents may give each child up to two (2) gummy bears per day. Instruct child to chew each gummy bear carefully and thoroughly.
https://dsld.od.nih.gov/label/176931,176931,Calcium + D3 500 mg/1000 IU,Nutrition Now,27917019345,60 Gummy Vitamin(s),2 Gummy Vitamin(s),Other Combinations [A1325],Gummy or Jelly [E0176],2018-06-25,On Market,Suggested use: As a dietary supplement; adults take two (2) gummy vitamins per day. Chew thoroughly before swallowing.
https://dsld.od.nih.gov/label/176936,176936,Immune C Plus Zinc & Echinacea,L'il Critters,27917019451,190 Gummie(s),2 Gummy Bear(s),Botanical with Nutrients [A1317],Gummy or Jelly [E0176],2018-06-25,Off Market,Suggested Use: As a dietary supplement; parents may give each child; four years old or older up to two (2) gummy bears per day. Instruct child to chew each gummy bear carefully and thoroughly.
https://dsld.od.nih.gov/label/176940,176940,Acidophilus With Pectin,Health Star,57896837012,100 Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2018-05-24,On Market,Suggested Use: Adults - Take one capsule daily with water; as a dietary supplement; or as directed by a physician.
